"08981: Konsumprisindeks (2015=100), etter måned, statistikkvariabel og år"

"måned";"Konsumprisindeks (2015=100) 2012";"Konsumprisindeks (2015=100) 2013";"Konsumprisindeks (2015=100) 2014";"Konsumprisindeks (2015=100) 2015";"Konsumprisindeks (2015=100) 2016";"Konsumprisindeks (2015=100) 2017";"Konsumprisindeks (2015=100) 2018";"Konsumprisindeks (2015=100) 2019";"Konsumprisindeks (2015=100) 2020";"Konsumprisindeks (2015=100) 2021"
"Årsgjennomsnitt";93.9;95.9;97.9;100.0;103.6;105.5;108.4;110.8;112.2;.
